MOVIES,SENTENCE,tag,word
,,JJ,full
,,NN,summary
Battle Kitty,SENTENCE  #5562,PRP,it
,,VBZ,s
,,JJ,small
,,PRP,it
,,VBZ,s
,,JJ,fluffy
,,PRP,it
,,VBZ,rocks
,,DT,a
,,JJ,fierce
,,NN,pink
,,IN,bow
,,PRP,it
,,VBZ,s
,,DT,no
,,JJ,ordinary
,,NN,kitty
,,PRP,it
,,VBD,s
,,NN,battle
,,NN,kitty
,,CC,and
,,NN,kitty
,,VBZ,is
,,VBG,using
,,PRP$,its
,,JJ,super
,,NN,strength
,,NN,monster
,,VBG,battling
,,NN,intuition
,,CC,and
,,JJ,amazing
,,NNS,accessories
,,TO,to
,,VB,unlock
,,DT,a
,,JJ,new
,,NN,battle
,,NN,ground
Baby Reindeer,SENTENCE  #5563,VBN,based
,,IN,on
,,DT,a
,,JJ,compelling
,,JJ,TRUE
,,NN,story
,,DT,the
,,NN,hit
,,CD,2019
,,NN,edinburgh
,,NN,fringe
,,CD,one
,,NN,man
,,NN,stage
,,NN,play
,,VBZ,baby
,,NN,reindeer
,,VBZ,follows
,,DT,the
,,NN,writer
,,CC,and
,,JJ,performer
,,NN,richard
,,NN,gadd
,,NN,s
,,VBD,warped
,,NN,relationship
,,IN,with
,,PRP$,his
,,JJ,female
,,NN,stalker
,,VBP,see
,,JJ,full
,,NN,summary
The Search for Life in Space,SENTENCE  #5564,NN,journey
,,IN,from
,,DT,the
,,NNS,depths
,,IN,of
,,DT,the
,,JJ,pacific
,,NN,ocean
,,IN,into
,,DT,the
,,RB,far
,,VBZ,reaches
,,IN,of
,,NN,space
,,IN,on
,,DT,a
,,NN,quest
,,TO,to
,,VB,find
,,NN,something
,,WDT,that
,,VBZ,changes
,,NN,everything
,,NNS,signs
,,IN,of
,,NN,life
,,RB,somewhere
,,RB,else
,,IN,in
,,DT,the
,,NN,universe
,,IN,with
,,JJ,see
,,JJ,full
,,NN,summary
Gabru: Hip Hop Ke Shehzaade,SENTENCE  #5565,VB,add
,,DT,a
,,NN,plot
Untitled Netflix Family Comedy 2021,SENTENCE  #5566,VB,add
,,DT,a
,,NN,plot
Ladies Up,SENTENCE  #5567,VBG,rising
,,NN,india
,,VBN,based
,,NNS,comics
,,JJ,prashasti
,,JJ,singh
,,NN,kaneez
,,NN,surka
,,NN,supriya
,,NN,joshi
,,CC,and
,,JJ,niveditha
,,NN,prakasam
,,VBG,bring
,,DT,no
,,VBZ,holds
,,VBD,barred
,,NN,humor
,,TO,to
,,DT,this
,,VB,stand
,,RP,up
,,NN,series
Loyiso Gola: Unlearning,SENTENCE  #5568,JJ,south
,,JJ,african
,,JJ,comedian
,,NN,loyiso
,,NN,gola
,,VBZ,serves
,,RP,up
,,RB,filter
,,JJ,free
,,NN,humor
,,IN,as
,,PRP,he
,,VBZ,riffs
,,IN,about
,,NN,race
,,NN,identity
,,NNS,politics
,,CC,and
,,DT,a
,,NN,school
,,NN,prank
,,VBN,gone
,,RB,embarrassingly
,,JJ,wrong
Delirium,SENTENCE  #5569,DT,a
,,NN,group
,,IN,of
,,NNS,friends
,,VBZ,is
,,VBG,looking
,,IN,for
,,DT,a
,,NN,change
,,IN,in
,,PRP$,their
,,NNS,lives
,,VBG,believing
,,IN,that
,,DT,a
,,NN,film
,,MD,will
,,VB,bring
,,PRP,them
,,NN,fame
,,CC,and
,,NN,wealth
,,PRP,they
,,VBP,embark
,,IN,on
,,DT,the
,,NN,project
,,IN,without
,,JJ,many
,,JJ,cinematic
,,NN,knowledge
,,CC,but
,,IN,with
,,DT,a
,,JJ,famous
,,NN,actor
,,IN,in
,,NN,mind
,,TO,to
,,VB,star
,,NN,ricardo
,,NN,darín
Bangkok Love Stories: Hey You,SENTENCE  #5570,DT,a
,,JJ,loving
,,NN,couple
,,NNS,becomes
,,NNS,rivals
,,WRB,when
,,NN,belle
,,VBZ,opens
,,DT,a
,,NN,fusion
,,NN,bistro
,,IN,next
,,TO,to
,,PRP$,her
,,JJ,ex
,,NN,boyfriend
,,NN,kram
,,JJ,s
,,JJ,traditional
,,NN,restaurant
,,IN,in
,,NN,bangkok
,,NN,s
,,JJ,chic
,,NN,ari
,,NN,district
The Mekong River with Sue Perkins,SENTENCE  #5571,NN,sue
,,VBZ,perkins
,,NNS,visits
,,FW,vietnam
,,JJ,nam
,,NN,cambodia
,,NN,laos
,,CC,and
,,NN,china
,,IN,along
,,DT,the
,,JJ,mekong
,,NN,river
,,CC,and
,,NNS,meets
,,JJ,various
,,NN,folk
,,IN,along
,,DT,the
,,NN,way
,,CC,and
,,VBZ,witnesses
,,WRB,how
,,NN,deforestation
,,CC,and
,,JJ,illegal
,,NN,wildlife
,,NN,trade
,,VBP,affect
,,DT,these
,,NNS,countries
Rhys Nicholson: Live at the Athenaeum,SENTENCE  #5572,VB,add
,,DT,a
,,NN,plot
El Watar,SENTENCE  #5573,DT,a
,,JJ,mysterious
,,NN,murder
,,VBZ,involves
,,DT,a
,,NN,violinist
,,NN,maysa
,,CC,but
,,DT,the
,,JJ,police
,,NN,officer
,,NN,seleem
,,VBZ,manages
,,TO,to
,,VB,decipher
,,DT,the
,,NN,crime
,,DT,the
,,NN,movie
,,NNS,studies
,,DT,the
,,JJ,female
,,NN,inter
,,VBG,sibling
,,JJ,undercurrent
,,NN,competition
,,WRB,when
,,IN,for
,,NN,example
,,PRP,they
,,VBP,approach
,,CD,one
,,NN,man
,,IN,for
,,PRP$,his
,,NN,love
Ataúd Blanco: El Juego Diabólico,SENTENCE  #5574,NN,virginia
,,MD,will
,,VB,do
,,DT,the
,,NN,impossible
,,IN,in
,,NN,order
,,TO,to
,,VB,rescue
,,PRP$,her
,,JJ,little
,,NN,daughter
,,WP,who
,,VBZ,has
,,VBN,been
,,VBN,abducted
,,IN,after
,,DT,an
,,NN,accident
,,PRP,she
,,VBZ,has
,,DT,the
,,NN,chance
,,TO,to
,,VB,live
,,CD,one
,,NN,day
,,JJR,more
,,TO,to
,,VB,save
,,PRP$,her
,,IN,on
,,PRP$,her
,,NN,path
,,PRP,she
,,MD,will
,,VB,find
,,RP,out
,,IN,that
,,EX,there
,,VBP,are
,,JJS,worst
,,NNS,things
,,IN,than
,,NN,death
The True Story of Alexander the Great,SENTENCE  #5575,VB,alexander
,,DT,the
,,JJ,great
,,JJ,conquered
,,NN,greece
,,NN,turkey
,,JJS,most
,,IN,of
,,JJ,asia
,,JJ,present
,,NN,lebanon
,,NNS,syria
,,VBP,jordan
,,JJ,iraq
,,NN,iran
,,NN,afghanistan
,,NN,pakistan
,,NNS,parts
,,IN,of
,,NNS,others
,,CC,and
,,NN,egypt
,,IN,in
,,NN,africa
,,IN,before
,,NN,age
,,CD,32
,,RB,even
,,RB,now
,,PRP$,his
,,NNS,innovations
,,IN,in
,,NN,battle
,,VBP,continue
,,TO,to
,,VB,be
,,VBN,studied
Little Hope Was Arson,SENTENCE  #5576,IN,in
,,DT,the
,,NN,buckle
,,IN,of
,,DT,the
,,JJ,bible
,,NN,belt
,,CD,10
,,NNS,churches
,,VBP,burn
,,TO,to
,,DT,the
,,NN,ground
,,IN,in
,,RB,just
,,IN,over
,,DT,a
,,NN,month
,,VBG,igniting
,,DT,the
,,JJS,largest
,,JJ,criminal
,,NN,investigation
,,IN,in
,,JJ,east
,,JJ,texas
,,NN,history
Ojo's in d' House,SENTENCE  #5577,DT,a
,,NN,sitcom
,,IN,about
,,DT,the
,,JJ,ojo
,,NN,family
,,DT,a
,,RB,newly
,,JJ,rich
,,NN,family
,,WDT,that
,,VBP,move
,,IN,into
,,DT,a
,,JJ,classy
,,JJ,lagos
,,NN,neighborhood
,,DT,each
,,NN,episode
,,VBZ,revolves
,,IN,around
,,DT,the
,,JJ,hilarious
,,NNS,antics
,,IN,of
,,NN,mrs
,,NN,ojo
,,CC,and
,,PRP$,her
,,NN,obsession
,,IN,with
,,VBG,keeping
,,VBP,see
,,JJ,full
,,NN,summary
Laerte-se,SENTENCE  #5578,IN,after
,,NN,living
,,IN,as
,,DT,a
,,NN,man
,,IN,for
,,RB,nearly
,,CD,60
,,NNS,years
,,RB,laerte
,,VBP,coutinho
,,CD,one
,,IN,of
,,NN,brazil
,,NN,s
,,RBS,most
,,JJ,brilliant
,,NNS,cartoonists
,,NNS,introduces
,,PRP,herself
,,TO,to
,,DT,the
,,NN,world
,,IN,as
,,DT,a
,,NN,woman
The Reservoir Game,SENTENCE  #5579,NN,investigation
,,IN,about
,,NN,government
,,VBN,involved
,,NN,insider
,,NN,trading
,,IN,in
,,JJ,south
,,NN,korea
Escape from the Spirit World,SENTENCE  #5580,DT,this
,,NN,video
,,JJ,short
,,VBZ,follows
,,RB,aang
,,IN,as
,,PRP,he
,,VBZ,wanders
,,DT,the
,,NN,spirit
,,NN,world
,,VBG,looking
,,IN,for
,,PRP$,his
,,JJ,past
,,NNS,lives
,,IN,while
,,PRP,he
,,VBD,was
,,JJ,unconscious
,,IN,from
,,WRB,when
,,PRP,he
,,VBD,was
,,VBN,electrocuted
,,IN,by
,,NN,azula
,,IN,in
,,IN,between
,,NNS,seasons
,,CD,2
,,CC,and
,,CD,3
,,PRP,he
,,VB,see
,,JJ,full
,,NN,summary
Bangkok Love Stories: Objects of Affection,SENTENCE  #5581,VB,add
,,DT,a
,,NN,plot
Hazel Brugger: Tropical,SENTENCE  #5582,IN,in
,,DT,this
,,NN,stand
,,RP,up
,,JJ,special
,,JJ,comedian
,,NN,hazel
,,NN,brugger
,,VBZ,offers
,,PRP$,her
,,NN,breezy
,,VBZ,takes
,,IN,on
,,JJ,unruly
,,JJ,geese
,,NN,chatty
,,NNS,gynecologists
,,JJ,german
,,NN,bank
,,NNS,loans
,,CC,and
,,JJR,more
This Perfect Day,SENTENCE  #5583,DT,a
,,NN,nonconformist
,,VBN,named
,,NN,chip
,,NNS,tries
,,TO,to
,,VB,destroy
,,DT,the
,,NN,unicomp
,,WDT,that
,,VBZ,keeps
,,DT,the
,,JJ,futuristic
,,NN,world
,,IN,in
,,NN,order
The Doll Master,SENTENCE  #5584,WRB,when
,,JJ,norman
,,NN,s
,,VBZ,nightmares
,,VBN,become
,,NN,reality
,,PRP,he
,,MD,must
,,VB,overcome
,,PRP$,his
,,NNS,fears
,,CC,and
,,VB,confront
,,DT,the
,,JJ,demonic
,,NNS,forces
,,WDT,that
,,VBP,have
,,VBN,possessed
,,VB,hugo
,,PRP$,his
,,NN,prize
,,NN,doll
My Name Is Barbra,SENTENCE  #5585,NN,barbra
,,NN,streisand
,,NN,s
,,JJ,first
,,NN,television
,,JJ,special
,,VBG,featuring
,,DT,a
,,NN,medley
,,IN,of
,,PRP$,her
,,JJ,hit
,,NNS,songs
,,JJ,such
,,IN,as
,,NNS,people
,,JJ,happy
,,NNS,days
,,VBP,are
,,RB,here
,,RB,again
,,CC,and
,,PRP$,my
,,NN,man
Sing On! Germany,SENTENCE  #5586,IN,in
,,DT,this
,,NN,karaoke
,,NN,competition
,,VBN,hosted
,,IN,by
,,NN,palina
,,NN,rojinski
,,NNS,contestants
,,MD,must
,,VB,hit
,,DT,the
,,JJ,right
,,NN,note
,,IN,for
,,DT,a
,,NN,chance
,,TO,to
,,VB,win
,,RP,up
,,TO,to
,,CD,30
,,CD,0
,,NNS,euros
Viudas,SENTENCE  #5587,DT,a
,,JJ,married
,,NN,man
,,VBZ,s
,,NN,death
,,VBZ,puts
,,PRP$,his
,,NN,widow
,,CC,and
,,NN,mistress
,,IN,in
,,DT,an
,,JJ,unusual
,,NN,living
,,NN,arrangement
Mo lun,SENTENCE  #5588,NN,liu
,,VBZ,chenchen
,,DT,a
,,JJ,free
,,VBN,spirited
,,JJ,young
,,NN,woman
,,NNS,rebels
,,IN,against
,,PRP$,her
,,JJ,wealthy
,,NN,family
,,CC,and
,,NNS,elopes
,,IN,with
,,PRP$,her
,,NN,boyfriend
,,TO,to
,,VB,join
,,DT,a
,,NN,cruise
,,NN,bond
,,NN,treasure
,,NN,hunt
,,CC,but
,,WP,what
,,VBD,began
,,IN,as
,,DT,an
,,JJ,innocent
,,NN,game
,,IN,with
,,JJ,see
,,JJ,full
,,NN,summary
Untitled Solvan Naim Project,SENTENCE  #5589,DT,a
,,NN,hip
,,NN,hop
,,JJ,musical
,,NN,version
,,IN,of
,,NN,romeo
,,CC,and
,,NN,juliet
Rookie agent rouge,SENTENCE  #5590,MD,can
,,DT,a
,,JJ,young
,,NN,woman
,,VB,prove
,,PRP$,her
,,NN,loyalty
,,TO,to
,,PRP$,her
,,NN,country
,,CC,and
,,PRP$,her
,,NN,family
,,NN,lan
,,JJ,yan
,,NN,zhi
,,NN,zhao
,,NN,li
,,NN,ying
,,VBZ,is
,,DT,a
,,JJ,privileged
,,NN,banker
,,NN,s
,,NN,daughter
,,IN,in
,,NN,shanghai
,,CC,and
,,DT,a
,,NN,student
,,NN,activist
,,WP,who
,,RB,mistakenly
,,VBZ,comes
,,IN,into
,,JJ,see
,,JJ,full
,,NN,summary
Guatemala: Corazón del Mundo Maya,SENTENCE  #5591,IN,from
,,NN,sierra
,,IN,de
,,FW,las
,,NNS,minas
,,TO,to
,,VB,esquipulas
,,DT,this
,,JJ,documentary
,,VBZ,explores
,,DT,the
,,JJ,cultural
,,CC,and
,,JJ,geological
,,NNS,riches
,,IN,of
,,NN,guatemala
,,VBG,including
,,DT,the
,,NN,ancient
,,JJ,mayan
,,NNS,cities
,,CC,and
,,JJ,other
,,JJ,natural
,,NNS,wonders
The Hollywood Masters,SENTENCE  #5592,JJ,personal
,,JJ,provocative
,,NN,hollywood
,,NN,s
,,JJS,greatest
,,NNS,successes
,,VBP,reveal
,,DT,the
,,NNS,secrets
,,IN,behind
,,PRP$,their
,,NNS,careers
Doug Stanhope: Beer Hall Putsch,SENTENCE  #5593,VBN,named
,,IN,after
,,NN,hitler
,,NN,s
,,RB,first
,,VBD,failed
,,NN,coup
,,NN,attempt
,,NN,beer
,,NN,hall
,,NN,putsch
,,NN,draws
,,PRP,you
,,VBP,deeper
,,IN,into
,,DT,the
,,JJ,acerbic
,,JJ,comic
,,NN,s
,,JJ,clear
,,VBN,sighted
,,NN,view
,,IN,of
,,DT,the
,,NN,world
,,IN,with
,,PRP$,his
,,JJS,newest
,,CD,one
,,NN,hour
,,VBP,stand
,,RP,up
,,JJ,special
,,VBN,recorded
,,NN,live
,,IN,at
,,JJ,dante
,,NN,s
,,IN,in
,,NN,portland
Tim Allen: Men Are Pigs,SENTENCE  #5594,NN,tim
,,NN,allen
,,NN,s
,,JJ,first
,,NN,showtime
,,VB,stand
,,RP,up
,,NN,comedy
,,JJ,special
,,VBN,filmed
,,IN,in
,,NN,kalamazoo
,,NN,michigan
Restless Creature: Wendy Whelan,SENTENCE  #5595,NN,documentary
,,IN,on
,,DT,the
,,JJ,great
,,JJ,american
,,NN,ballerina
,,NN,wendy
,,NN,whelan
Stories of Strength and Hope: Preventing Youth Suicide,SENTENCE  #5596,DT,an
,,NN,up
,,TO,to
,,NN,date
,,NN,look
,,IN,at
,,NN,youth
,,NN,suicide
,,IN,with
,,DT,an
,,NN,examination
,,IN,of
,,DT,the
,,NN,warning
,,NNS,signs
,,NNS,statistics
,,CC,and
,,VBZ,causes
,,RB,along
,,IN,with
,,JJ,possible
,,NNS,ways
,,NNS,teachers
,,CC,and
,,NNS,parents
,,MD,can
,,VB,use
,,TO,to
,,VB,help
,,PRP$,their
,,NN,child
,,IN,overcome
,,DT,this
,,NN,see
,,JJ,full
,,NN,summary
Demetri Martin: Live (At the Time),SENTENCE  #5597,NN,demetri
,,NN,martin
,,VBZ,performs
,,PRP$,his
,,JJS,newest
,,VBP,stand
,,RP,up
,,NN,routine
,,IN,at
,,DT,the
,,NN,lincoln
,,NN,theater
,,IN,in
,,NN,washington
,,NN,d
,,NN,c
Danny Says,SENTENCE  #5598,NN,danny
,,VBZ,says
,,VBZ,is
,,DT,a
,,NN,documentary
,,IN,on
,,DT,the
,,NN,life
,,CC,and
,,NNS,times
,,IN,of
,,NN,danny
,,NNS,fields
,,IN,since
,,CD,1966
,,NN,danny
,,NNS,fields
,,VBZ,has
,,VBN,played
,,DT,a
,,JJ,pivotal
,,NN,role
,,IN,in
,,NN,music
,,CC,and
,,NN,culture
,,IN,of
,,DT,the
,,JJ,late
,,JJ,20th
,,NN,century
,,VBG,working
,,IN,for
,,DT,the
,,NNS,doors
,,VBP,see
,,JJ,full
,,NN,summary
Vai Anitta,SENTENCE  #5599,VB,go
,,IN,behind
,,DT,the
,,NNS,scenes
,,IN,with
,,JJ,brazilian
,,NN,superstar
,,NN,anitta
,,IN,as
,,DT,the
,,NN,singer
,,VBZ,reveals
,,WRB,how
,,PRP,she
,,VBD,s
,,VBG,consolidating
,,PRP$,her
,,JJ,international
,,NN,career
Sila-sila,SENTENCE  #5600,NN,sila
,,NN,sila
,,VBZ,is
,,VBD,said
,,TO,to
,,VB,be
,,DT,a
,,JJ,ghosting
,,NN,story
,,IN,about
,,DT,a
,,NN,man
,,WP$,whose
,,NNS,breakups
,,VBP,tend
,,TO,to
,,VB,be
,,JJ,messy
,,CC,and
,,JJ,traumatic
,,RB,not
,,RB,only
,,IN,for
,,PRP,him
,,CC,but
,,RB,also
,,IN,for
,,DT,the
,,VBG,receiving
,,NN,end
,,WRB,when
,,PRP,he
,,VBZ,encounters
,,PRP$,his
,,JJ,ex
,,NN,boyfriend
,,RB,again
,,VB,see
,,JJ,full
,,NN,summary
The Magic School Bus Rides Again: The Frizz Connection,SENTENCE  #5601,DT,a
,,NN,lightning
,,VBZ,separates
,,DT,the
,,JJ,magic
,,NN,school
,,NN,bus
,,IN,into
,,CD,three
,,NNS,pieces
,,VBG,scattering
,,DT,the
,,NN,class
,,IN,across
,,DT,the
,,NN,globe
,,IN,with
,,JJ,different
,,NNS,versions
,,IN,of
,,NN,ms
,,NNS,frizzle
,,IN,aboard
,,DT,each
,,NN,bus
The Standoff,SENTENCE  #5602,NN,film
,,VBZ,takes
,,NN,place
,,IN,in
,,NN,december
,,CD,1969
,,WRB,when
,,DT,a
,,RB,newly
,,VBN,formed
,,JJ,police
,,NN,unit
,,VBN,known
,,IN,as
,,DT,the
,,NN,swat
,,NN,team
,,VBD,embarked
,,IN,on
,,PRP$,their
,,JJ,first
,,JJ,major
,,NN,operation
,,TO,to
,,VB,raid
,,DT,the
,,NN,los
,,VBZ,angeles
,,NNS,headquarters
,,IN,of
,,DT,the
,,JJ,black
,,NN,see
,,JJ,full
,,NN,summary
Motel Makeover,SENTENCE  #5603,IN,amid
,,NN,project
,,NNS,pitfalls
,,CC,and
,,DT,a
,,JJ,pandemic
,,NNS,besties
,,VBD,turned
,,NN,business
,,NNS,partners
,,VBP,bring
,,PRP$,their
,,NN,design
,,NN,magic
,,TO,to
,,DT,a
,,JJ,rundown
,,NN,motel
,,CC,and
,,VB,revamp
,,PRP,it
,,IN,into
,,DT,a
,,NN,go
,,TO,to
,,VB,getaway
Joe Mande's Award-Winning Comedy Special,SENTENCE  #5604,JJ,comedian
,,NN,joe
,,NN,mande
,,VBZ,performs
,,DT,an
,,NN,hour
,,IN,of
,,NN,stand
,,RP,up
,,IN,in
,,DT,the
,,NN,hope
,,IN,of
,,VBG,winning
,,DT,the
,,JJ,prestigious
,,JJ,american
,,NN,humour
,,NN,award
Zombie Dumb,SENTENCE  #5605,VB,add
,,DT,a
,,NN,plot
Wu Qingyuan,SENTENCE  #5606,DT,a
,,JJ,chinese
,,NN,man
,,VBZ,becomes
,,DT,an
,,JJ,expert
,,NN,player
,,IN,of
,,DT,the
,,JJ,traditional
,,NN,game
,,IN,of
,,NN,go
Juego siniestro,SENTENCE  #5607,IN,after
,,DT,the
,,NN,death
,,IN,of
,,DT,a
,,NN,group
,,IN,of
,,NNS,teenagers
,,VBG,using
,,DT,the
,,NN,ouija
,,DT,the
,,NN,psychologist
,,NN,fernanda
,,CC,and
,,PRP$,her
,,NN,son
,,NN,return
,,TO,to
,,VB,peru
,,CC,but
,,PRP,they
,,MD,will
,,VB,find
,,PRP,themselves
,,VBN,surrounded
,,IN,by
,,DT,an
,,JJ,evil
,,NN,entity
,,RB,as
,,JJ,big
,,IN,as
,,PRP$,its
,,JJ,wicked
,,NN,sect
The Calling,SENTENCE  #5608,CD,three
,,NNS,people
,,VBP,compete
,,IN,in
,,NN,travel
,,NN,show
,,IN,across
,,NN,india
,,IN,for
,,DT,a
,,NN,chance
,,TO,to
,,VB,win
,,NN,scholarship
Fukrey Boyzzz: Space Mein Fukrapanti,SENTENCE  #5609,VB,add
,,DT,a
,,NN,plot
Jihad: A Story of the Others,SENTENCE  #5610,DT,an
,,JJ,unflinching
,,CC,but
,,JJ,sensitive
,,CC,and
,,JJ,personal
,,NN,examination
,,IN,of
,,NN,jihadism
,,CC,and
,,NN,radicalisation
,,PRP$,its
,,NNS,causes
,,CC,and
,,PRP$,its
,,JJ,possible
,,NNS,solutions
Fish in a Tree,SENTENCE  #5611,VBN,based
,,IN,on
,,DT,the
,,NN,novel
,,IN,by
,,NN,lynda
,,NN,mullaly
,,NN,hunt
,,NN,fish
,,IN,in
,,DT,a
,,NN,tree
,,VBZ,is
,,DT,a
,,JJ,fictitious
,,NN,novel
,,IN,about
,,CD,three
,,NNS,kids
,,RB,ally
,,JJ,albert
,,CC,and
,,NNS,keisha
,,WP,who
,,DT,all
,,RB,remarkably
,,VBP,overcome
,,PRP$,their
,,JJ,own
,,NNS,challenges
,,CC,and
,,NNS,conflicts
American Jesus,SENTENCE  #5612,NN,jesus
,,NN,christ
,,NNS,returns
,,TO,to
,,VB,earth
,,WRB,where
,,PRP,he
,,VBZ,takes
,,IN,on
,,DT,the
,,NN,antichrist
,,IN,in
,,DT,a
,,JJ,final
,,NN,battle
,,TO,to
,,VB,save
,,NN,humankind
The Fifth Risk,SENTENCE  #5613,DT,the
,,NN,chaos
,,CC,and
,,NN,mismanagement
,,WDT,that
,,VBD,ensued
,,IN,in
,,DT,the
,,NNS,departments
,,IN,of
,,NN,energy
,,NN,agriculture
,,CC,and
,,NN,commerce
,,IN,after
,,NN,obama
,,VBD,s
,,NN,handoff
,,TO,to
,,NN,president
,,NNS,donald
,,VBP,trump
Caste,SENTENCE  #5614,DT,the
,,JJ,unspoken
,,NN,system
,,WDT,that
,,VBZ,has
,,VBN,shaped
,,NNS,america
,,CC,and
,,VBZ,chronicles
,,WRB,how
,,NNS,lives
,,NN,today
,,VBP,are
,,VBN,defined
,,IN,by
,,DT,a
,,NN,hierarchy
,,IN,of
,,JJ,human
,,NNS,divisions
¡A cantar!,SENTENCE  #5615,CD,six
,,NNS,people
,,VBP,compete
,,IN,for
,,DT,a
,,CD,30
,,CD,0
,,NNS,euro
,,VBN,reward
,,IN,by
,,VBG,singing
,,JJ,popular
,,NNS,songs
Harvey,SENTENCE  #5616,DT,a
,,NN,man
,,VBZ,befriends
,,DT,an
,,JJ,invisible
,,CD,six
,,NN,foot
,,JJ,tall
,,NN,rabbit
,,DT,a
,,NN,remake
,,IN,of
,,DT,the
,,CD,1950
,,NN,film
,,NN,harvey
Takizawa Enbujo Zero,SENTENCE  #5617,DT,a
,,NN,movie
,,NN,adaptation
,,IN,of
,,DT,the
,,NN,takizawa
,,NN,kabuki
,,NN,series
,,DT,a
,,JJ,super
,,NN,entertainment
,,IN,by
,,JJ,japanese
,,VBG,starring
,,JJ,hideaki
,,NN,takizawa
,,IN,since
,,CD,2006
,,IN,after
,,NN,takizawa
,,VBD,announced
,,PRP$,his
,,NN,retirement
,,IN,in
,,CD,2018
,,PRP,he
,,VBD,was
,,VBN,reborn
,,IN,as
,,NN,see
,,JJ,full
,,NN,summary
The 21st Annual Screen Actors Guild Awards,SENTENCE  #5618,VB,add
,,DT,a
,,NN,plot
Le Monde de demain,SENTENCE  #5619,DT,a
,,NN,series
,,JJ,full
,,IN,of
,,NN,music
,,IN,about
,,DT,the
,,JJ,famous
,,JJ,french
,,NN,rap
,,NN,band
,,NN,ntm
,,IN,before
,,PRP,it
,,VBD,was
,,RB,even
,,JJ,ntm
,,CC,and
,,IN,about
,,DT,the
,,NN,arrival
,,IN,of
,,NN,hip
,,NN,hop
,,IN,in
,,NN,france
,,DT,a
,,NN,time
,,IN,of
,,NNS,changes
,,DT,a
,,NN,portrait
,,IN,of
,,NN,france
,,IN,in
,,DT,the
,,CD,80s
Life of Ryan: Caretaker Manager,SENTENCE  #5620,DT,a
,,NN,film
,,WDT,that
,,VBZ,follows
,,NN,ryan
,,NNS,giggs
,,IN,through
,,DT,the
,,CD,2013
,,CD,14
,,NN,premiership
,,NN,season
,,IN,as
,,DT,the
,,JJS,greatest
,,RB,ever
,,JJR,manchester
,,JJ,utd
,,NN,player
,,VBD,became
,,DT,the
,,NN,clubs
,,NN,manager
,,CC,and
,,VBN,allowed
,,JJ,unprecedented
,,NN,access
,,IN,behind
,,DT,the
,,NNS,scenes
,,IN,at
,,JJ,old
,,NN,trafford
Watashi ni unmei no koi nante arienaitte omotteta,SENTENCE  #5621,NN,riko
,,NN,shirono
,,NN,doesn
,,NNS,t
,,VBP,have
,,DT,any
,,JJ,big
,,NNS,expectations
,,IN,for
,,DT,a
,,NN,man
,,IN,in
,,PRP$,her
,,NN,life
,,CC,but
,,PRP,she
,,VBZ,works
,,IN,as
,,DT,a
,,NN,love
,,NN,simulation
,,NN,game
,,NN,planner
,,PRP,she
,,VBZ,receives
,,DT,a
,,NN,request
,,IN,for
,,DT,a
,,JJ,new
,,NN,love
,,NN,game
,,IN,from
,,JJ,app
,,NN,company
,,NN,timeis
,,VBP,see
,,JJ,full
,,NN,summary
Mo Amer: The Vagabond,SENTENCE  #5622,VB,add
,,DT,a
,,NN,plot
Mr. Peabody & Sherman: A Journey WABAC,SENTENCE  #5623,VB,go
,,NN,wabac
,,IN,in
,,NN,time
,,TO,to
,,CD,1959
,,IN,for
,,DT,a
,,NN,look
,,IN,at
,,DT,the
,,VBG,groundbreaking
,,NN,cartoon
,,NN,peabody
,,JJ,s
,,JJ,improbable
,,NN,history
,,CC,and
,,VB,get
,,DT,a
,,JJ,sneak
,,NN,peek
,,IN,at
,,DT,the
,,NN,film
,,NN,mr
,,NN,peabody
,,NN,sherman
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),SENTENCE  #5624,NN,jen
,,NN,kirkman
,,VBD,s
,,JJ,original
,,NN,comedy
,,JJ,special
,,NNS,delivers
,,DT,some
,,JJ,sharp
,,JJ,hilarious
,,NNS,truths
,,IN,about
,,NN,life
,,IN,at
,,CD,40
,,IN,as
,,VBN,filmed
,,IN,at
,,DT,the
,,JJ,north
,,NN,door
,,IN,in
,,NN,austin
,,NN,texas
Patria,SENTENCE  #5625,NN,paco
,,NN,ignacio
,,NN,taibo
,,NN,ii
,,VBZ,brings
,,PRP$,his
,,NN,book
,,NN,trilogy
,,TO,to
,,NN,life
,,VBG,highlighting
,,JJ,mexico
,,JJ,s
,,NN,history
,,IN,in
,,CD,1854
,,CD,1867
,,DT,a
,,NN,period
,,PRP,he
,,VBZ,considers
,,JJ,foundational
,,TO,to
,,DT,the
,,NN,country
Behind the Curtain: Todrick Hall,SENTENCE  #5626,JJ,follow
,,NN,singer
,,CC,and
,,NN,youtube
,,NN,sensation
,,RB,todrick
,,NN,hall
,,IN,as
,,PRP,he
,,VBZ,launches
,,DT,an
,,JJ,original
,,JJ,musical
,,VBN,based
,,IN,on
,,VBG,growing
,,RP,up
,,NNS,gay
,,IN,in
,,NN,texas
,,CC,and
,,VBG,finding
,,NN,showbiz
,,NN,success
Burt's Buzz,SENTENCE  #5627,DT,a
,,NN,look
,,IN,at
,,DT,the
,,NN,world
,,IN,of
,,NN,burt
,,VBP,shavitz
,,DT,the
,,NN,face
,,CC,and
,,JJ,co
,,NN,founder
,,IN,of
